"Index","Level 1 Page","Level 2 Page","Level 3 Page","Level 4 Page","Level 5 Page","Mega Menu?","Drupal Content Type","Gather Content Template","Comments","Desktop Wireframes","Current URL","New URL","Page Format","Content Group","View Mode"
,,,"About Apprenticeship",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Training-Education/Trades-Training/About-Apprenticeship.aspx,https://www.workbc.ca/apprentice",,,,
,,,"Pre-Apprenticeship Programs",,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=dst01w&p=l2_-_bc_industries___sectors_-_approved&g=1","https://www.workbc.ca/Training-Education/Trades-Training/Pre-Apprentice-Programs.aspx ",,,"WDA",
,,,,"Indigenous Peoples in Trades Training",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","New Page",,"sidenav","WDA",
,,,,"Women in Trades Training",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","New Page",,"sidenav","WDA",
,,,,"Equity Seeking Groups in Trades Training",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","New Page",,"sidenav","WDA",
,,,,"Persons with Disabilities in Trades Training",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","New Page",,"sidenav","WDA",
,,"Post-Secondary Education",,,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Training-Education/Post-Secondary.aspx",,,,
,,"Co-operative Education",,,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Training-Education/Co-operative-Education.aspx,https://www.workbc.ca/co-op,https://www.workbc.ca/coop",,,,
,,,,,,,,,,,,,,,
,"Research the Labour Market",,,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=wuwi4b&p=l1_-_research_the_labour_market_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry.aspx,https://www.workbc.ca/Labour-Market-Information.aspx,https://www.workbc.ca/economy",,,,
,,"B.C.’s Economy",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=1lfvda&p=l2_-_industry___employers_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/B-C-s-Economy.aspx",,,,
,,,"Labour Market Monthly Update",,,"yes","Labour Market Monthly",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=74lpyu&p=l3_-_labour_market_monthly_update_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/B-C-s-Economy/Labour-market-snapshots.aspx",,,,
,,,"Green Economy",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/B-C-s-Economy/Green-Economy.aspx",,,,
,,,"Guide to Using Labour Market Information",,,"yes","Basic page",,"Custom element","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=5q3hkt&p=l3_-_guide_to_using_labour_market_info_-_wip&g=1 ","https://www.workbc.ca/Labour-Market-Industry/B-C-s-Economy/Guide-to-using-Labour-Market-Information.aspx",,,,
,,,"Reports",,,"yes","Basic page",,"TODO
With one full size component","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","New Page",,,,
,,,,"Workforce Development Agreement and Annual Reports",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/B-C-s-Economy/Workforce-Development-Agreement-and-Annual-Reports.aspx",,,,
,,"B.C.’s Labour Market Outlook: 2021 Edition",,,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Labour-Market-Outlook.aspx,https://www.workbc.ca/labourmarketoutlook",,,,
,,"High Opportunity Occupations",,,,"yes","Basic page",,"Embedded view","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=yulkld&p=l2_-_high_opportunity_occupations_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/High-Opportunity-Occupations.aspx,https://www.workbc.ca/Labour-Market-Industry/Jobs-in-Demand/High-Demand-Occupations.aspx",,,,
,,"Top Demand Trades",,,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Labour-Market-Industry/Top-Demand-Trades.aspx",,,,
,,"B.C. and Regional Profiles",,,,"yes","Basic page",,"Embedded map",,"https://www.workbc.ca/Labour-Market-Industry/Regional-Profiles.aspx,https://www.workbc.ca/regional,https://www.workbc.ca/bcandregional",,,,
,,,"British Columbia",,,"yes","BC Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=fq8d58&p=l3_-_bc_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/British-Columbia",,,,
,,,"North Coast and Nechako",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/North-Coast-Nechako",,,,
,,,"Vancouver Island/Coast",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/Vancouver-Island-Coast",,,,
,,,"Mainland/Southwest",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/Mainland-Southwest",,,,
,,,"Northeast",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/Northeast",,,,
,,,"Cariboo",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/Cariboo",,,,
,,,"Thompson-Okanagan",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/Thompson-Okanagan",,,,
,,,"Kootenay",,,"yes","Regional Profile",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=n03atv&p=l3_-_regional_profile_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Regional-Profiles/Kootenay",,,,
,,"B.C.’s Industries and Sectors",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=dst01w&p=l2_-_bc_industries___sectors_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Industry-and-Sector-Information.aspx,https://www.workbc.ca/Labour-Market-Industry/Industry-and-Sector-Information/Industry-and-Sector-Outlooks.aspx,https://www.workbc.ca/industry,https://www.workbc.ca/sector",,,,
,,,"Industry Profiles",,,"yes","Basic page",,"Custom embedded SSoT table","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=y8jbn6&p=l3_-_industry_profiles_-_approved&g=1","https://www.workbc.ca/Labour-Market-Industry/Industry-and-Sector-Information/Industry-Profiles.aspx,https://www.workbc.ca/industryprofiles",,,,
,,,,"One example of: 18 Profile Pages",,,"Industry Profile",,"One example of 18 Profile Pages needed","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=yypyme&p=l4_-_accommodation___food_services_-_approved&g=1","https://www.workbc.ca/Labour-Market-Information/Industry-Information/Industry-Profiles/Accommodation-and-Food-Services",,,,
,,,,,,,,,,,,,,,
,"Access Employer Resources",,,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=o80809&p=l1_-_access_employer_resources_-_approved&g=1","https://www.workbc.ca/Employer-Resources.aspx,https://www.workbc.ca/employer,https://www.workbc.ca/employers",,,,
,,"Hire Employees",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=2j8trz&p=l2_-_hire_employees_-_approved&g=1","New Page",,,,
,,,"Find Workers",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Your-Workforce/Job-board-benefits.aspx,https://www.workbc.ca/postjobs",,"sidenav",,
,,,,"Frequently Asked Questions for Employers",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Employer-Resources/Your-Workforce/Job-board-benefits/Frequently-Asked-Questions-for-Employers.aspx",,,,
,,,"Create an Inclusive Workplace",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Your-Workforce/The-Diversity-Advantage.aspx,https://www.workbc.ca/employdiversity",,"sidenav",,
,,,"Apprentices, Reservists, Co-op Students and Temporary Foreign Workers",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Your-Workforce/Apprentices.aspx",,"sidenav",,
,,"Manage Employees",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=2j8trz&p=l2_-_hire_employees_-_approved&g=1","New Page",,,,
,,,"Skills Training",,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=dst01w&p=l2_-_bc_industries___sectors_-_approved&g=1","https://www.workbc.ca/Employer-Resources/Skills-Training.aspx",,,,
,,,,"Skills for Success and Literacy",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Skills-Training/Essential-Skills-Literacy.aspx",,"sidenav",,
,,,"Support Your Workforce",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Your-Workforce/Support-your-workforce.aspx",,"sidenav",,
,,,"Workplace Rights",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Your-Workforce/Workplace-Rights.aspx",,"sidenav",,
,,"Manage Your Business",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=2j8trz&p=l2_-_hire_employees_-_approved&g=1","https://www.workbc.ca/Employer-Resources/Business-Resources.aspx,https://www.workbc.ca/businessresources",,,,
,,,"Planning Resources",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Employer-Resources/Business-Resources/Planning-Resources.aspx",,,,
,,,"Support Services",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Business-Resources/Support-Services.aspx",,"sidenav",,
,,,"Growing your Business",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employer-Resources/Business-Resources/International-Growth.aspx",,"sidenav",,
,,,,,,,,,,,,,,,
,"Find Loans and Grants",,,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=vnr6oo&p=l1_-_find_loans___grants_-_approved&g=1 ","New Page",,,,
,,"Industry and Employers",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=1lfvda&p=l2_-_industry___employers_-_approved&g=1 ","New Page",,,,
,,,"B.C. Employer Training Grant",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=vy8q0q&p=l3_-_bc_employer_training_grant_-_approved&g=1 ","https://www.workbc.ca/Employer-Resources/BC-Employer-Training-Grant.aspx,https://www.workbc.ca/bcemployertraininggrant",,,"WDA",
,,,,"What's New",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employer-Resources/BC-Employer-Training-Grant/What-s-new.aspx",,,"WDA",
,,,,"Frequently Asked Questions",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1 ","https://www.workbc.ca/Employer-Resources/BC-Employer-Training-Grant/What-is-the-B-C-Employer-Training-Grant/Frequently-Asked-Questions.aspx",,"sidenav","WDA",
,,,"Sector Labour Market Partnerships Program",,,"yes","Landing page",,"Only the 2 full components have images, the rest have no images.","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=1lfvda&p=l2_-_industry___employers_-_approved&g=1","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program.aspx,https://www.workbc.ca/Employer-Resources/Funding-and-Programs/Sector-Labour-Market-Partnerships.aspx,https://www.workbc.ca/labourmarketpartnerships,https://https://www.workbc.ca/SLMP-Program,https://www.workbc.ca/sectorlabourmarketpartnerships",,,,
,,,,"Program Priorities During COVID-19",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/SLMP-Program-Priorities-During-COVID-19.aspx",,,,
,,,,"Who Should Apply",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/Who-Should-Apply.aspx",,"sidenav",,
,,,,,"More About SLMP Program Priorities",,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/Who-Should-Apply/Project-Priorities.aspx ",,"sidenav",,
,,,,"Statement of Intent",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/Program-Intent.aspx",,,,
,,,,"Projects",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=5q3hkt&p=l3_-_guide_to_using_labour_market_info_-_wip&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/Program-Priorities-and-Project-Activities.aspx",,,,
,,,,"Resources for Projects",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/Resources-for-Projects.aspx",,,,
,,,,"Reports",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1 ","https://www.workbc.ca/Labour-Market-Industry/Sector-Labour-Market-Partnerships-Program/Sector-Labour-Market-Partnerships-Reports.aspx",,"sidenav",,
,,,"Finance Your Business",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employer-Resources/Funding-and-Programs/Loans-Grants-and-Funding.aspx",,,,
,,,"Incentives and Tax Credits",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employer-Resources/Funding-and-Programs/Incentives-and-Tax-Credits.aspx",,,,
,,"Community",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=dst01w&p=l2_-_bc_industries___sectors_-_approved&g=1 ","New Page",,,,
,,,"Community Workforce Response Grant",,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=sfkvj0&p=l3_-_community_workforce_response_grant&g=1","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant.aspx,https://www.workbc.ca/communityworkforcegrant",,,"WDA",
,,,,"Grant Overview",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Grant-Overview.aspx",,"sidenav","WDA",
,,,,"What's New",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/What-s-New.aspx",,"sidenav","WDA",
,,,,"Skills Training for Economic Recovery Stream",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Skills-Training-for-Economic-Recovery-Stream.aspx",,,"WDA",
,,,,"Workforce Shortages Stream",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Workforce-Shortages.aspx",,,"WDA",
,,,,"Emerging Priorities Stream",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Emerging-Priorities.aspx",,,"WDA",
,,,,"Indigenous Communities Stream",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Indigenous-Communities.aspx",,,"WDA",
,,,,"Community Response Stream",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Community-Response-Stream.aspx",,,"WDA",
,,,,"Frequently Asked Questions",,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1 ","https://www.workbc.ca/Employment-Services/Community-Workforce-Response-Grant/Grant-Overview/CWRG-Frequently-Asked-Questions.aspx",,"sidenav","WDA",
,,"Financing for Students",,,,"yes","Landing page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=dst01w&p=l2_-_bc_industries___sectors_-_approved&g=1 ","https://www.workbc.ca/Training-Education/Finance-your-Education.aspx",,,,
,,,"Scholarships, Bursaries and Loans ",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Training-Education/Finance-your-Education/Scholarships-Bursaries-and-Loans.aspx",,,,
,,,"Student Budgeting",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Training-Education/Finance-your-Education/Student-Budgeting.aspx",,,,
,,,"Indigenous Skills and Employment Training funding",,,"yes","Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Training-Education/Finance-your-Education/Indigenous-Skills-and-Employment-Training-funding.aspx",,,,
,,,"Services for Apprentices and Employers",,,"yes","Basic page",,"Custom graphic","http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=btpimx&p=l3_-_resume___cover_letter&g=1","https://www.workbc.ca/Training-Education/Finance-your-Education/Apprenticeship-Financial-Supports.aspx,https://www.workbc.ca/apprenticejobmatch",,"sidenav",,
,,,,,,,,,,,,,,,
,"Learn About WorkBC.ca",,,,,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/About-Us.aspx",,,,
,"Contact Us",,,,,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=kqv79v&p=contact_-_approved&g=1 ","https://www.workbc.ca/Contact-Us.aspx",,"wide",,
,"Contactez-nous",,,,,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www.workbc.ca/Contactez-nous.aspx",,"wide",,
,"Search Results",,,,,,"Custom page generated by search module",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=s5vw6o&p=search_results_-_wip&g=1 ","https://www.workbc.ca/Search-Results.aspx",,,,
,"Account",,,,,,"Basic page",,"This is NOT the Drupal account page, but a page hosting the Job Board job seeker login form. NOTE: This line differs from the CEU IA sheet which lists both ""Log in"" and ""Register"" which end up linking to the same page Accounts.aspx",,"https://www.workbc.ca/Account.aspx",,,,"jobboard"
,"Accessibility",,,,,,"Link",,,,"https://www2.gov.bc.ca/gov/content/home/accessible-government ",,,,
,"Browsers",,,,,,"Basic page",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1 ","https://www.workbc.ca/Browsers",,,,
,"Disclaimer",,,,,,"Link",,,"http://aved.number41media.com/Wireframes/design-refresh/Beta2022/#id=arhea3&p=l4_-_apprenticeship_training_in_bc_-_approved&g=1","https://www2.gov.bc.ca/gov/content/home/disclaimer",,,,
,"Privacy",,,,,,"Link",,,,"https://www2.gov.bc.ca/gov/content/home/privacy",,,,
,"Sitemap",,,,,,"Custom page generated by sitemap module",,,,"https://www.workbc.ca/Sitemap","/sitemap.xml",,,
,"Job Seeker Terms of Use",,,,,,"Basic page",,,,"https://workbc.ca/JobSeekerTOU.aspx",,,,
,"BC-Career-Guide-Indigenous-People-2018.pdf",,,,,,"File",,,,"https://www.workbc.ca/getmedia/9f259552-8baf-4d22-a78c-0d5f3559ec2d/BC-Career-Guide-Indigenous-People-2018.pdf.aspx,https://www.workbc.ca/Career-Guide-Indigenous","/sites/default/files/BC-Career-Guide-Indigenous-People-2018.pdf",,,
